video_id,sentence_id,signer_id,sentence_text,sentence_length,fps,resolution,video_path,split
hate.MP4,i do not like it,5,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate.MP4,train
i do not like it (2).mp4,i do not like it,6,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\i do not like it (2).mp4,val
i do not like it.mp4,i do not like it,7,i do not like it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\i do not like it.mp4,test
i do not mean it (3).mp4,i do not mean it,1,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\i do not mean it (3).mp4,train
i do not mean it.mp4,i do not mean it,2,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\i do not mean it.mp4,train
mean (2).MP4,i do not mean it,3,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (2).MP4,train
mean (3).MP4,i do not mean it,4,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (3).MP4,train
mean (4).MP4,i do not mean it,5,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (4).MP4,train
mean (5).MP4,i do not mean it,6,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (5).MP4,val
mean.MP4,i do not mean it,7,i do not mean it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean.MP4,test
MVI_6494.MP4,i dont agree,1,i dont agree,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i dont agree\MVI_6494.MP4,train
enjoy (2).MP4,i enjoyed a lot,1,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy (2).MP4,train
enjoy.MP4,i enjoyed a lot,2,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy.MP4,train
enjoyed (2).MP4,i enjoyed a lot,3,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (2).MP4,train
enjoyed (3).MP4,i enjoyed a lot,4,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (3).MP4,train
enjoyed (4).MP4,i enjoyed a lot,5,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (4).MP4,train
enjoyed.MP4,i enjoyed a lot,6,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed.MP4,val
i enjoyed a lot (2).mp4,i enjoyed a lot,7,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\i enjoyed a lot (2).mp4,test
i enjoyed a lot.mp4,i enjoyed a lot,1,i enjoyed a lot,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\i enjoyed a lot.mp4,train
got hurt (2).MP4,i got hurt,1,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (2).MP4,train
got hurt (3).MP4,i got hurt,2,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (3).MP4,train
got hurt (4).MP4,i got hurt,3,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (4).MP4,train
got hurt (5).MP4,i got hurt,4,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (5).MP4,train
got hurt.MP4,i got hurt,5,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt.MP4,train
i got hurt (2).mp4,i got hurt,6,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\i got hurt (2).mp4,val
i got hurt.mp4,i got hurt,7,i got hurt,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\i got hurt.mp4,test
MVI_6207.MP4,i like you i love you,1,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6207.MP4,train
MVI_6505.MP4,i like you i love you,2,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6505.MP4,train
MVI_6682.MP4,i like you i love you,3,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6682.MP4,train
MVI_6814.MP4,i like you i love you,4,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6814.MP4,train
MVI_6956.MP4,i like you i love you,5,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6956.MP4,train
i love you (2).mp4,i like you i love you,6,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\i love you (2).mp4,val
i love you.mp4,i like you i love you,7,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\i love you.mp4,test
love.MP4,i like you i love you,1,i like you i love you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\love.MP4,train
i need water 1.mp4,i need water,1,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 1.mp4,train
i need water 2.mp4,i need water,2,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 2.mp4,train
i need water 3.MP4,i need water,3,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 3.MP4,train
i need water 4.MP4,i need water,4,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 4.MP4,train
i need water 5.MP4,i need water,5,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 5.MP4,train
i need water 6.MP4,i need water,6,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 6.MP4,val
i need water 7.MP4,i need water,7,i need water,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 7.MP4,test
i promise (2).mp4,i promise,1,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\i promise (2).mp4,train
i promise.mp4,i promise,2,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\i promise.mp4,train
promise (2).MP4,i promise,3,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (2).MP4,train
promise (3).MP4,i promise,4,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (3).MP4,train
promise (4).MP4,i promise,5,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (4).MP4,train
promise (5).MP4,i promise,6,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (5).MP4,val
promise.MP4,i promise,7,i promise,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise.MP4,test
i really appreciate it (1).mp4,i really appreciate it,1,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (1).mp4,train
i really appreciate it (2).mp4,i really appreciate it,2,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (2).mp4,train
i really appreciate it (3).MP4,i really appreciate it,3,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (3).MP4,train
i really appreciate it (4).MP4,i really appreciate it,4,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (4).MP4,train
i really appreciate it (5).MP4,i really appreciate it,5,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (5).MP4,train
i really appreciate it (6).MP4,i really appreciate it,6,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (6).MP4,val
i really appreciate it (7).MP4,i really appreciate it,7,i really appreciate it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (7).MP4,test
i somehow got to know about it..mp4,i somehow got to know about it,1,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\i somehow got to know about it..mp4,train
i somehow got to know about it.mp4,i somehow got to know about it,2,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\i somehow got to know about it.mp4,train
somehow (2).MP4,i somehow got to know about it,3,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (2).MP4,train
somehow (3).MP4,i somehow got to know about it,4,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (3).MP4,train
somehow (4).MP4,i somehow got to know about it,5,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (4).MP4,train
somehow (5).MP4,i somehow got to know about it,6,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (5).MP4,val
somehow.MP4,i somehow got to know about it,7,i somehow got to know about it,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow.MP4,test
MVI_6504.MP4,i was stopped by some one,1,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6504.MP4,train
MVI_6955.MP4,i was stopped by some one,2,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6955.MP4,train
i was stopped by someone (2).mp4,i was stopped by some one,3,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\i was stopped by someone (2).mp4,train
i was stopped by someone.mp4,i was stopped by some one,4,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\i was stopped by someone.mp4,train
stopped (2).MP4,i was stopped by some one,5,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (2).MP4,train
stopped (3).MP4,i was stopped by some one,6,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (3).MP4,val
stopped.MP4,i was stopped by some one,7,i was stopped by some one,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped.MP4,test
difference (2).MP4,it does not make any difference to me,1,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (2).MP4,train
difference (3).MP4,it does not make any difference to me,2,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (3).MP4,train
difference (4).MP4,it does not make any difference to me,3,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (4).MP4,train
difference (5).MP4,it does not make any difference to me,4,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (5).MP4,train
difference.MP4,it does not make any difference to me,5,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference.MP4,train
it does not make any difference to me (2).mp4,it does not make any difference to me,6,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\it does not make any difference to me (2).mp4,val
it does not make any difference to me.mp4,it does not make any difference to me,7,it does not make any difference to me,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\it does not make any difference to me.mp4,test
MVI_6107.MP4,it was nice chatting with you,1,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6107.MP4,train
MVI_6398.MP4,it was nice chatting with you,2,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6398.MP4,train
MVI_6542.MP4,it was nice chatting with you,3,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6542.MP4,train
MVI_6724.MP4,it was nice chatting with you,4,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6724.MP4,train
MVI_6853.MP4,it was nice chatting with you,5,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6853.MP4,train
it was nice chatting with you (2).mp4,it was nice chatting with you,6,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\it was nice chatting with you (2).mp4,val
it was nice chatting with you.mp4,it was nice chatting with you,7,it was nice chatting with you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\it was nice chatting with you.mp4,test
let him take time (2).mp4,let him take time,1,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\let him take time (2).mp4,train
let him take time.mp4,let him take time,2,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\let him take time.mp4,train
time (2).MP4,let him take time,3,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (2).MP4,train
time (3).MP4,let him take time,4,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (3).MP4,train
time (4).MP4,let him take time,5,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (4).MP4,train
time (5).MP4,let him take time,6,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (5).MP4,val
time.MP4,let him take time,7,let him take time,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time.MP4,test
my name is xxxxxxxx (1).MP4,my name is xxxxxxxx,1,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (1).MP4,train
my name is xxxxxxxx (2).MP4,my name is xxxxxxxx,2,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (2).MP4,train
my name is xxxxxxxx (3).MP4,my name is xxxxxxxx,3,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (3).MP4,train
my name is xxxxxxxx (4).MP4,my name is xxxxxxxx,4,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (4).MP4,train
my name is xxxxxxxx (5).MP4,my name is xxxxxxxx,5,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (5).MP4,train
my name is xxxxxxxx (6).mp4,my name is xxxxxxxx,6,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (6).mp4,val
my name is xxxxxxxx (7).mp4,my name is xxxxxxxx,7,my name is xxxxxxxx,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (7).mp4,test
nice to meet you (1).MP4,nice to meet you,1,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (1).MP4,train
nice to meet you (3).MP4,nice to meet you,2,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (3).MP4,train
nice to meet you (4).MP4,nice to meet you,3,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (4).MP4,train
nice to meet you (5).MP4,nice to meet you,4,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (5).MP4,train
nice to meet you (6).MP4,nice to meet you,5,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (6).MP4,train
nice to meet you (7).mp4,nice to meet you,6,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (7).mp4,val
nice to meet you (8).mp4,nice to meet you,7,nice to meet you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (8).mp4,test
never hurt (2).MP4,now onwards he will never hurt you,1,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (2).MP4,train
never hurt (3).MP4,now onwards he will never hurt you,2,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (3).MP4,train
never hurt (4).MP4,now onwards he will never hurt you,3,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (4).MP4,train
never hurt (5).MP4,now onwards he will never hurt you,4,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (5).MP4,train
never hurt.MP4,now onwards he will never hurt you,5,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt.MP4,train
now onwards he will never hurt you.mp4,now onwards he will never hurt you,6,now onwards he will never hurt you,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\now onwards he will never hurt you.mp4,val
pour (2).MP4,pour some more water into the glass,1,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (2).MP4,train
pour (3).MP4,pour some more water into the glass,2,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (3).MP4,train
pour (4).MP4,pour some more water into the glass,3,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (4).MP4,train
pour (5).MP4,pour some more water into the glass,4,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (5).MP4,train
pour some more water into the glass (2).mp4,pour some more water into the glass,5,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour some more water into the glass (2).mp4,train
pour some more water into the glass.mp4,pour some more water into the glass,6,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour some more water into the glass.mp4,val
pour.MP4,pour some more water into the glass,7,pour some more water into the glass,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour.MP4,test
bed (2).MP4,prepare the bed,1,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (2).MP4,train
bed (3).MP4,prepare the bed,2,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (3).MP4,train
bed (4).MP4,prepare the bed,3,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (4).MP4,train
bed (5).MP4,prepare the bed,4,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (5).MP4,train
bed.MP4,prepare the bed,5,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed.MP4,train
prepare the bed (2).mp4,prepare the bed,6,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\prepare the bed (2).mp4,val
prepare the bed.mp4,prepare the bed,7,prepare the bed,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\prepare the bed.mp4,test
serve (2).MP4,serve the food,1,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (2).MP4,train
serve (3).MP4,serve the food,2,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (3).MP4,train
serve (4).MP4,serve the food,3,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (4).MP4,train
serve (5).MP4,serve the food,4,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (5).MP4,train
serve 1.MP4,serve the food,5,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve 1.MP4,train
serve food.MP4,serve the food,6,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve food.MP4,val
serve the food (2).mp4,serve the food,7,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve the food (2).mp4,test
serve the food.mp4,serve the food,1,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve the food.mp4,train
serve.MP4,serve the food,2,serve the food,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve.MP4,train
MVI_6498.MP4,shall we go outside,1,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\MVI_6498.MP4,train
outside (2).MP4,shall we go outside,2,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (2).MP4,train
outside (3).MP4,shall we go outside,3,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (3).MP4,train
outside (4).MP4,shall we go outside,4,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (4).MP4,train
outside.MP4,shall we go outside,5,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside.MP4,train
shall we go outside (2).mp4,shall we go outside,6,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\shall we go outside (2).mp4,val
shall we go outside.mp4,shall we go outside,7,shall we go outside,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\shall we go outside.mp4,test
softly (2).MP4,speak softly,1,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (2).MP4,train
softly (3).MP4,speak softly,2,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (3).MP4,train
softly (4).MP4,speak softly,3,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (4).MP4,train
softly (5).MP4,speak softly,4,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (5).MP4,train
softly 1.MP4,speak softly,5,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly 1.MP4,train
softly.MP4,speak softly,6,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly.MP4,val
speak softly (2).mp4,speak softly,7,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\speak softly (2).mp4,test
speak softly.mp4,speak softly,1,speak softly,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\speak softly.mp4,train
Take care (2).MP4,take care of yourself,1,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\Take care (2).MP4,train
take care (3).MP4,take care of yourself,2,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (3).MP4,train
take care (4).MP4,take care of yourself,3,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (4).MP4,train
take care (5).MP4,take care of yourself,4,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (5).MP4,train
take care of yourself (2).mp4,take care of yourself,5,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care of yourself (2).mp4,train
take care of yourself.mp4,take care of yourself,6,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care of yourself.mp4,val
take care.MP4,take care of yourself,7,take care of yourself,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care.MP4,test
tell me truth (2).mp4,tell me truth,1,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\tell me truth (2).mp4,train
tell me truth.mp4,tell me truth,2,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\tell me truth.mp4,train
truth (2).MP4,tell me truth,3,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (2).MP4,train
truth (3).MP4,tell me truth,4,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (3).MP4,train
truth (4).MP4,tell me truth,5,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (4).MP4,train
truth.MP4,tell me truth,6,tell me truth,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth.MP4,val
thank you so much (1).MP4,thank you so much,1,thank you so much,,,,D:\ISL2\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (1).MP4,train
