image_path,label
dataset/train_aug\MEDICINE\aug_16.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_17.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_18.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_19.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_20.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_21.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_22.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_23.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_24.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_25.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_26.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_27.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_28.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_29.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_30.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_31.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_32.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_33.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_34.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_35.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_36.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_37.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_38.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_39.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_40.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_41.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_42.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_43.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_44.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_45.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_46.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_47.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_48.jpg,MEDICINE
dataset/train_aug\MEDICINE\aug_49.jpg,MEDICINE
dataset/train_aug\MEET\orig_MEET-1.jpg,MEET
dataset/train_aug\MEET\orig_MEET-3.jpg,MEET
dataset/train_aug\MEET\orig_MEET-5.jpg,MEET
dataset/train_aug\MEET\orig_MEET-6.jpg,MEET
dataset/train_aug\MEET\aug_4.jpg,MEET
dataset/train_aug\MEET\aug_5.jpg,MEET
dataset/train_aug\MEET\aug_6.jpg,MEET
dataset/train_aug\MEET\aug_7.jpg,MEET
dataset/train_aug\MEET\aug_8.jpg,MEET
dataset/train_aug\MEET\aug_9.jpg,MEET
dataset/train_aug\MEET\aug_10.jpg,MEET
dataset/train_aug\MEET\aug_11.jpg,MEET
dataset/train_aug\MEET\aug_12.jpg,MEET
dataset/train_aug\MEET\aug_13.jpg,MEET
dataset/train_aug\MEET\aug_14.jpg,MEET
dataset/train_aug\MEET\aug_15.jpg,MEET
dataset/train_aug\MEET\aug_16.jpg,MEET
dataset/train_aug\MEET\aug_17.jpg,MEET
dataset/train_aug\MEET\aug_18.jpg,MEET
dataset/train_aug\MEET\aug_19.jpg,MEET
dataset/train_aug\MEET\aug_20.jpg,MEET
dataset/train_aug\MEET\aug_21.jpg,MEET
dataset/train_aug\MEET\aug_22.jpg,MEET
dataset/train_aug\MEET\aug_23.jpg,MEET
dataset/train_aug\MEET\aug_24.jpg,MEET
dataset/train_aug\MEET\aug_25.jpg,MEET
dataset/train_aug\MEET\aug_26.jpg,MEET
dataset/train_aug\MEET\aug_27.jpg,MEET
dataset/train_aug\MEET\aug_28.jpg,MEET
dataset/train_aug\MEET\aug_29.jpg,MEET
dataset/train_aug\MEET\aug_30.jpg,MEET
dataset/train_aug\MEET\aug_31.jpg,MEET
dataset/train_aug\MEET\aug_32.jpg,MEET
dataset/train_aug\MEET\aug_33.jpg,MEET
dataset/train_aug\MEET\aug_34.jpg,MEET
dataset/train_aug\MEET\aug_35.jpg,MEET
dataset/train_aug\MEET\aug_36.jpg,MEET
dataset/train_aug\MEET\aug_37.jpg,MEET
dataset/train_aug\MEET\aug_38.jpg,MEET
dataset/train_aug\MEET\aug_39.jpg,MEET
dataset/train_aug\MEET\aug_40.jpg,MEET
dataset/train_aug\MEET\aug_41.jpg,MEET
dataset/train_aug\MEET\aug_42.jpg,MEET
dataset/train_aug\MEET\aug_43.jpg,MEET
dataset/train_aug\MEET\aug_44.jpg,MEET
dataset/train_aug\MEET\aug_45.jpg,MEET
dataset/train_aug\MEET\aug_46.jpg,MEET
dataset/train_aug\MEET\aug_47.jpg,MEET
dataset/train_aug\MEET\aug_48.jpg,MEET
dataset/train_aug\MEET\aug_49.jpg,MEET
dataset/train_aug\NAME\orig_NAME-1.jpg,NAME
dataset/train_aug\NAME\orig_NAME-4.jpg,NAME
dataset/train_aug\NAME\orig_NAME-5.jpg,NAME
dataset/train_aug\NAME\orig_NAME-6.jpg,NAME
dataset/train_aug\NAME\orig_NAME-7.jpg,NAME
dataset/train_aug\NAME\aug_5.jpg,NAME
dataset/train_aug\NAME\aug_6.jpg,NAME
dataset/train_aug\NAME\aug_7.jpg,NAME
dataset/train_aug\NAME\aug_8.jpg,NAME
dataset/train_aug\NAME\aug_9.jpg,NAME
dataset/train_aug\NAME\aug_10.jpg,NAME
dataset/train_aug\NAME\aug_11.jpg,NAME
dataset/train_aug\NAME\aug_12.jpg,NAME
dataset/train_aug\NAME\aug_13.jpg,NAME
dataset/train_aug\NAME\aug_14.jpg,NAME
dataset/train_aug\NAME\aug_15.jpg,NAME
dataset/train_aug\NAME\aug_16.jpg,NAME
dataset/train_aug\NAME\aug_17.jpg,NAME
dataset/train_aug\NAME\aug_18.jpg,NAME
dataset/train_aug\NAME\aug_19.jpg,NAME
dataset/train_aug\NAME\aug_20.jpg,NAME
dataset/train_aug\NAME\aug_21.jpg,NAME
dataset/train_aug\NAME\aug_22.jpg,NAME
dataset/train_aug\NAME\aug_23.jpg,NAME
dataset/train_aug\NAME\aug_24.jpg,NAME
dataset/train_aug\NAME\aug_25.jpg,NAME
dataset/train_aug\NAME\aug_26.jpg,NAME
dataset/train_aug\NAME\aug_27.jpg,NAME
dataset/train_aug\NAME\aug_28.jpg,NAME
dataset/train_aug\NAME\aug_29.jpg,NAME
dataset/train_aug\NAME\aug_30.jpg,NAME
dataset/train_aug\NAME\aug_31.jpg,NAME
dataset/train_aug\NAME\aug_32.jpg,NAME
dataset/train_aug\NAME\aug_33.jpg,NAME
dataset/train_aug\NAME\aug_34.jpg,NAME
dataset/train_aug\NAME\aug_35.jpg,NAME
dataset/train_aug\NAME\aug_36.jpg,NAME
dataset/train_aug\NAME\aug_37.jpg,NAME
dataset/train_aug\NAME\aug_38.jpg,NAME
dataset/train_aug\NAME\aug_39.jpg,NAME
dataset/train_aug\NAME\aug_40.jpg,NAME
dataset/train_aug\NAME\aug_41.jpg,NAME
dataset/train_aug\NAME\aug_42.jpg,NAME
dataset/train_aug\NAME\aug_43.jpg,NAME
dataset/train_aug\NAME\aug_44.jpg,NAME
dataset/train_aug\NAME\aug_45.jpg,NAME
dataset/train_aug\NAME\aug_46.jpg,NAME
dataset/train_aug\NAME\aug_47.jpg,NAME
dataset/train_aug\NAME\aug_48.jpg,NAME
dataset/train_aug\NAME\aug_49.jpg,NAME
dataset/train_aug\NICE\orig_NICE (1).jpg,NICE
dataset/train_aug\NICE\orig_NICE (10).jpg,NICE
dataset/train_aug\NICE\orig_NICE (2).jpg,NICE
dataset/train_aug\NICE\orig_NICE (3).jpg,NICE
dataset/train_aug\NICE\orig_NICE (4).jpg,NICE
dataset/train_aug\NICE\orig_NICE (5).jpg,NICE
dataset/train_aug\NICE\orig_NICE (7).jpg,NICE
dataset/train_aug\NICE\orig_NICE (8).jpg,NICE
dataset/train_aug\NICE\orig_NICE (9).jpg,NICE
dataset/train_aug\NICE\orig_NICE-3.jpg,NICE
dataset/train_aug\NICE\orig_NICE-4.jpg,NICE
dataset/train_aug\NICE\orig_NICE-6.jpg,NICE
dataset/train_aug\NICE\aug_12.jpg,NICE
dataset/train_aug\NICE\aug_13.jpg,NICE
dataset/train_aug\NICE\aug_14.jpg,NICE
dataset/train_aug\NICE\aug_15.jpg,NICE
dataset/train_aug\NICE\aug_16.jpg,NICE
dataset/train_aug\NICE\aug_17.jpg,NICE
dataset/train_aug\NICE\aug_18.jpg,NICE
dataset/train_aug\NICE\aug_19.jpg,NICE
dataset/train_aug\NICE\aug_20.jpg,NICE
dataset/train_aug\NICE\aug_21.jpg,NICE
dataset/train_aug\NICE\aug_22.jpg,NICE
dataset/train_aug\NICE\aug_23.jpg,NICE
dataset/train_aug\NICE\aug_24.jpg,NICE
dataset/train_aug\NICE\aug_25.jpg,NICE
dataset/train_aug\NICE\aug_26.jpg,NICE
dataset/train_aug\NICE\aug_27.jpg,NICE
dataset/train_aug\NICE\aug_28.jpg,NICE
dataset/train_aug\NICE\aug_29.jpg,NICE
dataset/train_aug\NICE\aug_30.jpg,NICE
dataset/train_aug\NICE\aug_31.jpg,NICE
dataset/train_aug\NICE\aug_32.jpg,NICE
dataset/train_aug\NICE\aug_33.jpg,NICE
dataset/train_aug\NICE\aug_34.jpg,NICE
dataset/train_aug\NICE\aug_35.jpg,NICE
dataset/train_aug\NICE\aug_36.jpg,NICE
dataset/train_aug\NICE\aug_37.jpg,NICE
dataset/train_aug\NICE\aug_38.jpg,NICE
dataset/train_aug\NICE\aug_39.jpg,NICE
dataset/train_aug\NICE\aug_40.jpg,NICE
dataset/train_aug\NICE\aug_41.jpg,NICE
dataset/train_aug\NICE\aug_42.jpg,NICE
dataset/train_aug\NICE\aug_43.jpg,NICE
dataset/train_aug\NICE\aug_44.jpg,NICE
dataset/train_aug\NICE\aug_45.jpg,NICE
dataset/train_aug\NICE\aug_46.jpg,NICE
dataset/train_aug\NICE\aug_47.jpg,NICE
dataset/train_aug\NICE\aug_48.jpg,NICE
dataset/train_aug\NICE\aug_49.jpg,NICE
dataset/train_aug\NOT\orig_NOT (10).jpg,NOT
dataset/train_aug\NOT\orig_NOT (11).jpg,NOT
dataset/train_aug\NOT\orig_NOT (12).jpg,NOT
dataset/train_aug\NOT\orig_NOT (13).jpg,NOT
dataset/train_aug\NOT\orig_NOT (14).jpg,NOT
dataset/train_aug\NOT\orig_NOT (2).jpg,NOT
dataset/train_aug\NOT\orig_NOT (4).jpg,NOT
dataset/train_aug\NOT\orig_NOT (5).jpg,NOT
dataset/train_aug\NOT\orig_NOT (6).jpg,NOT
dataset/train_aug\NOT\orig_NOT (7).jpg,NOT
dataset/train_aug\NOT\orig_NOT (9).jpg,NOT
dataset/train_aug\NOT\orig_NOT.jpg,NOT
dataset/train_aug\NOT\aug_12.jpg,NOT
dataset/train_aug\NOT\aug_13.jpg,NOT
dataset/train_aug\NOT\aug_14.jpg,NOT
dataset/train_aug\NOT\aug_15.jpg,NOT
dataset/train_aug\NOT\aug_16.jpg,NOT
dataset/train_aug\NOT\aug_17.jpg,NOT
dataset/train_aug\NOT\aug_18.jpg,NOT
dataset/train_aug\NOT\aug_19.jpg,NOT
dataset/train_aug\NOT\aug_20.jpg,NOT
dataset/train_aug\NOT\aug_21.jpg,NOT
dataset/train_aug\NOT\aug_22.jpg,NOT
dataset/train_aug\NOT\aug_23.jpg,NOT
dataset/train_aug\NOT\aug_24.jpg,NOT
dataset/train_aug\NOT\aug_25.jpg,NOT
dataset/train_aug\NOT\aug_26.jpg,NOT
dataset/train_aug\NOT\aug_27.jpg,NOT
dataset/train_aug\NOT\aug_28.jpg,NOT
dataset/train_aug\NOT\aug_29.jpg,NOT
dataset/train_aug\NOT\aug_30.jpg,NOT
dataset/train_aug\NOT\aug_31.jpg,NOT
dataset/train_aug\NOT\aug_32.jpg,NOT
dataset/train_aug\NOT\aug_33.jpg,NOT
dataset/train_aug\NOT\aug_34.jpg,NOT
dataset/train_aug\NOT\aug_35.jpg,NOT
dataset/train_aug\NOT\aug_36.jpg,NOT
dataset/train_aug\NOT\aug_37.jpg,NOT
dataset/train_aug\NOT\aug_38.jpg,NOT
dataset/train_aug\NOT\aug_39.jpg,NOT
dataset/train_aug\NOT\aug_40.jpg,NOT
dataset/train_aug\NOT\aug_41.jpg,NOT
dataset/train_aug\NOT\aug_42.jpg,NOT
dataset/train_aug\NOT\aug_43.jpg,NOT
dataset/train_aug\NOT\aug_44.jpg,NOT
dataset/train_aug\NOT\aug_45.jpg,NOT
dataset/train_aug\NOT\aug_46.jpg,NOT
dataset/train_aug\NOT\aug_47.jpg,NOT
dataset/train_aug\NOT\aug_48.jpg,NOT
dataset/train_aug\NOT\aug_49.jpg,NOT
dataset/train_aug\NUMBER\orig_NUMBER (1).jpg,NUMBER
dataset/train_aug\NUMBER\orig_NUMBER (2).jpg,NUMBER
dataset/train_aug\NUMBER\orig_NUMBER (4).jpg,NUMBER
dataset/train_aug\NUMBER\orig_NUMBER (7).jpg,NUMBER
dataset/train_aug\NUMBER\orig_NUMBER (8).jpg,NUMBER
dataset/train_aug\NUMBER\orig_NUMBER.jpg,NUMBER
dataset/train_aug\NUMBER\aug_6.jpg,NUMBER
dataset/train_aug\NUMBER\aug_7.jpg,NUMBER
dataset/train_aug\NUMBER\aug_8.jpg,NUMBER
dataset/train_aug\NUMBER\aug_9.jpg,NUMBER
dataset/train_aug\NUMBER\aug_10.jpg,NUMBER
dataset/train_aug\NUMBER\aug_11.jpg,NUMBER
dataset/train_aug\NUMBER\aug_12.jpg,NUMBER
dataset/train_aug\NUMBER\aug_13.jpg,NUMBER
dataset/train_aug\NUMBER\aug_14.jpg,NUMBER
dataset/train_aug\NUMBER\aug_15.jpg,NUMBER
dataset/train_aug\NUMBER\aug_16.jpg,NUMBER
dataset/train_aug\NUMBER\aug_17.jpg,NUMBER
dataset/train_aug\NUMBER\aug_18.jpg,NUMBER
dataset/train_aug\NUMBER\aug_19.jpg,NUMBER
dataset/train_aug\NUMBER\aug_20.jpg,NUMBER
dataset/train_aug\NUMBER\aug_21.jpg,NUMBER
dataset/train_aug\NUMBER\aug_22.jpg,NUMBER
dataset/train_aug\NUMBER\aug_23.jpg,NUMBER
dataset/train_aug\NUMBER\aug_24.jpg,NUMBER
dataset/train_aug\NUMBER\aug_25.jpg,NUMBER
dataset/train_aug\NUMBER\aug_26.jpg,NUMBER
dataset/train_aug\NUMBER\aug_27.jpg,NUMBER
dataset/train_aug\NUMBER\aug_28.jpg,NUMBER
dataset/train_aug\NUMBER\aug_29.jpg,NUMBER
dataset/train_aug\NUMBER\aug_30.jpg,NUMBER
dataset/train_aug\NUMBER\aug_31.jpg,NUMBER
dataset/train_aug\NUMBER\aug_32.jpg,NUMBER
dataset/train_aug\NUMBER\aug_33.jpg,NUMBER
dataset/train_aug\NUMBER\aug_34.jpg,NUMBER
dataset/train_aug\NUMBER\aug_35.jpg,NUMBER
dataset/train_aug\NUMBER\aug_36.jpg,NUMBER
dataset/train_aug\NUMBER\aug_37.jpg,NUMBER
dataset/train_aug\NUMBER\aug_38.jpg,NUMBER
dataset/train_aug\NUMBER\aug_39.jpg,NUMBER
dataset/train_aug\NUMBER\aug_40.jpg,NUMBER
dataset/train_aug\NUMBER\aug_41.jpg,NUMBER
dataset/train_aug\NUMBER\aug_42.jpg,NUMBER
dataset/train_aug\NUMBER\aug_43.jpg,NUMBER
dataset/train_aug\NUMBER\aug_44.jpg,NUMBER
dataset/train_aug\NUMBER\aug_45.jpg,NUMBER
dataset/train_aug\NUMBER\aug_46.jpg,NUMBER
dataset/train_aug\NUMBER\aug_47.jpg,NUMBER
dataset/train_aug\NUMBER\aug_48.jpg,NUMBER
dataset/train_aug\NUMBER\aug_49.jpg,NUMBER
dataset/train_aug\OLD_AGE\orig_AGE (1).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_AGE (2).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_AGE (3).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_AGE (4).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_AGE (5).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_AGE.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_OLD (2).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_OLD (5).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\orig_OLD (6).jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_9.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_10.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_11.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_12.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_13.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_14.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_15.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_16.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_17.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_18.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_19.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_20.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_21.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_22.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_23.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_24.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_25.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_26.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_27.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_28.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_29.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_30.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_31.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_32.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_33.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_34.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_35.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_36.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_37.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_38.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_39.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_40.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_41.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_42.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_43.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_44.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_45.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_46.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_47.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_48.jpg,OLD_AGE
dataset/train_aug\OLD_AGE\aug_49.jpg,OLD_AGE
dataset/train_aug\ON THE WAY\orig_ON THE WAY (2).jpg,ON THE WAY
dataset/train_aug\ON THE WAY\orig_ON THE WAY (3).jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_2.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_3.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_4.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_5.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_6.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_7.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_8.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_9.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_10.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_11.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_12.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_13.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_14.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_15.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_16.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_17.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_18.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_19.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_20.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_21.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_22.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_23.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_24.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_25.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_26.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_27.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_28.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_29.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_30.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_31.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_32.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_33.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_34.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_35.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_36.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_37.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_38.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_39.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_40.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_41.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_42.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_43.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_44.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_45.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_46.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_47.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_48.jpg,ON THE WAY
dataset/train_aug\ON THE WAY\aug_49.jpg,ON THE WAY
dataset/train_aug\OUTSIDE\orig_OUTSIDE (2).jpg,OUTSIDE
dataset/train_aug\OUTSIDE\orig_OUTSIDE (3).jpg,OUTSIDE
dataset/train_aug\OUTSIDE\orig_OUTSIDE (4).jpg,OUTSIDE
dataset/train_aug\OUTSIDE\orig_OUTSIDE (5).jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_4.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_5.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_6.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_7.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_8.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_9.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_10.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_11.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_12.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_13.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_14.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_15.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_16.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_17.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_18.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_19.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_20.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_21.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_22.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_23.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_24.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_25.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_26.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_27.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_28.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_29.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_30.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_31.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_32.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_33.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_34.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_35.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_36.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_37.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_38.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_39.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_40.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_41.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_42.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_43.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_44.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_45.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_46.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_47.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_48.jpg,OUTSIDE
dataset/train_aug\OUTSIDE\aug_49.jpg,OUTSIDE
dataset/train_aug\PHONE\orig_PHONE-1.jpg,PHONE
dataset/train_aug\PHONE\orig_PHONE-2.jpg,PHONE
dataset/train_aug\PHONE\orig_PHONE-3.jpg,PHONE
dataset/train_aug\PHONE\orig_PHONE-6.jpg,PHONE
dataset/train_aug\PHONE\orig_PHONE-7.jpg,PHONE
dataset/train_aug\PHONE\aug_5.jpg,PHONE
dataset/train_aug\PHONE\aug_6.jpg,PHONE
dataset/train_aug\PHONE\aug_7.jpg,PHONE
dataset/train_aug\PHONE\aug_8.jpg,PHONE
dataset/train_aug\PHONE\aug_9.jpg,PHONE
dataset/train_aug\PHONE\aug_10.jpg,PHONE
dataset/train_aug\PHONE\aug_11.jpg,PHONE
dataset/train_aug\PHONE\aug_12.jpg,PHONE
dataset/train_aug\PHONE\aug_13.jpg,PHONE
dataset/train_aug\PHONE\aug_14.jpg,PHONE
dataset/train_aug\PHONE\aug_15.jpg,PHONE
dataset/train_aug\PHONE\aug_16.jpg,PHONE
dataset/train_aug\PHONE\aug_17.jpg,PHONE
dataset/train_aug\PHONE\aug_18.jpg,PHONE
dataset/train_aug\PHONE\aug_19.jpg,PHONE
dataset/train_aug\PHONE\aug_20.jpg,PHONE
dataset/train_aug\PHONE\aug_21.jpg,PHONE
dataset/train_aug\PHONE\aug_22.jpg,PHONE
dataset/train_aug\PHONE\aug_23.jpg,PHONE
dataset/train_aug\PHONE\aug_24.jpg,PHONE
dataset/train_aug\PHONE\aug_25.jpg,PHONE
dataset/train_aug\PHONE\aug_26.jpg,PHONE
dataset/train_aug\PHONE\aug_27.jpg,PHONE
dataset/train_aug\PHONE\aug_28.jpg,PHONE
